State_Abbr,State,Medicaid_Expanded,Total_Financial_Assistance_Apps_Submitted,Medicaid_Indiv_Elig_Applied,CHIP_Indiv_Elig_Applied,Total Medicaid and CHIP Determinations,Total_Enrollment,Latitude,Longitude,Tot_Medicaid_Enroll,Tot_CHIP_Enroll,Month,Year
CA,California,Y,178291.0,162019.0,12796.0,174815.0,11697526,33.7712,-111.3877,10382097,1315429,Oct,2019
CO,Colorado,Y,23872.0,19727.0,361.0,20088.0,1278105,36.17,-119.7462,1198254,79851,Oct,2019
CT,Connecticut,Y,18506.0,16728.0,392.0,17120.0,851428,39.0646,-105.3272,831289,20139,Oct,2019
DC,District of Columbia,Y,6267.0,4263.0,0.0,4263.0,251337,41.5834,-72.7622,235314,16023,Oct,2019
DE,Delaware,Y,2955.0,4849.0,757.0,5606.0,230763,38.8964,-77.0262,219303,11460,Oct,2019
FL,Florida,N,271644.0,173442.0,20997.0,194439.0,3640328,39.3498,-75.5148,3400609,239719,Oct,2019
GA,Georgia,N,46389.0,24028.0,708.0,24736.0,1847785,27.8333,-81.717,1635870,211915,Oct,2019
HI,Hawaii,Y,4218.0,5863.0,388.0,6251.0,327236,32.9866,-83.6487,301869,25367,Oct,2019
IA,Iowa,Y,16100.0,1263.0,0.0,1263.0,700061,21.1098,-157.5311,622828,77233,Oct,2019
ID,Idaho,N,12752.0,11819.0,971.0,12790.0,264965,42.0046,-93.214,238986,25979,Oct,2019
IL,Illinois,Y,69429.0,29061.0,9424.0,38485.0,2839280,44.2394,-114.5103,2564097,275183,Oct,2019
IN,Indiana,Y,97957.0,40094.0,3839.0,43933.0,1476176,40.3363,-89.0022,1363254,112922,Oct,2019
KS,Kansas,N,0.0,0.0,0.0,0.0,375504,39.8647,-86.2604,318223,57281,Oct,2019
KY,Kentucky,Y,9628.0,30623.0,1695.0,32318.0,1192782,38.5111,-96.8005,1100317,92465,Oct,2019
LA,Louisiana,Y,32808.0,22318.0,2084.0,24402.0,1522276,37.669000000000004,-84.6514,1402590,119686,Oct,2019
MA,Massachusetts,Y,20456.0,13741.0,972.0,14713.0,1579215,31.1801,-91.8749,1389135,190080,Oct,2019
MD,Maryland,Y,109216.0,39494.0,4081.0,43575.0,1329774,42.2373,-71.5314,1183205,146569,Oct,2019
ME,Maine,Y,7036.0,12001.0,725.0,12726.0,258914,39.0724,-76.7902,246808,12106,Oct,2019
MI,Michigan,Y,61184.0,55362.0,2094.0,57456.0,2307060,44.6074,-69.3977,2240854,66206,Oct,2019
MN,Minnesota,Y,26122.0,18361.0,63.0,18424.0,1044497,43.3504,-84.5603,1043130,1367,Oct,2019
MO,Missouri,N,22345.0,11245.0,482.0,11727.0,835644,45.7326,-93.9196,799681,35963,Oct,2019
MS,Mississippi,N,19421.0,13004.0,617.0,13621.0,618791,38.4623,-92.302,541783,77008,Oct,2019
MT,Montana,Y,4621.0,5091.0,490.0,5581.0,265908,14.8058,145.5505,237580,28328,Oct,2019
NC,North Carolina,N,24206.0,36086.0,4051.0,40137.0,1776989,32.7673,-89.6812,1498478,278511,Oct,2019
ND,North Dakota,Y,2524.0,2455.0,66.0,2521.0,91269,46.9048,-110.3261,89138,2131,Oct,2019
NE,Nebraska,N,6114.0,6510.0,1007.0,7517.0,246842,35.6411,-79.8431,212542,34300,Oct,2019
NH,New Hampshire,Y,8509.0,5267.0,602.0,5869.0,178976,47.5362,-99.79299999999999,163908,15068,Oct,2019
NJ,New Jersey,Y,42762.0,16749.0,7158.0,23907.0,1703930,41.1289,-98.2883,1476849,227081,Oct,2019
NM,New Mexico,Y,12542.0,17408.0,1611.0,19019.0,735159,43.4108,-71.5653,697258,37901,Oct,2019
NV,Nevada,Y,20909.0,12845.0,66.0,12911.0,630701,40.314,-74.5089,590902,39799,Oct,2019
NY,New York,Y,854600.0,114292.0,7166.0,121458.0,6520456,34.8375,-106.2371,5833444,687012,Oct,2019
OH,Ohio,Y,75449.0,61016.0,3590.0,64606.0,2643811,38.4199,-117.1219,2445033,198778,Oct,2019
OK,Oklahoma,N,47985.0,45621.0,8090.0,53711.0,729961,42.1497,-74.9384,608239,121722,Oct,2019
OR,Oregon,Y,13213.0,21502.0,2486.0,23988.0,991798,40.3736,-82.7755,862457,129341,Oct,2019
PA,Pennsylvania,Y,101762.0,94282.0,11956.0,106238.0,2937359,35.5376,-96.9247,2752447,184912,Oct,2019
RI,Rhode Island,Y,1324.0,1742.0,149.0,1891.0,298297,44.5672,-122.1269,265561,32736,Oct,2019
SC,South Carolina,N,26308.0,8312.0,184.0,8496.0,1036997,40.5773,-77.264,944278,92719,Oct,2019
SD,South Dakota,N,2856.0,1634.0,0.0,1634.0,109732,18.2766,-66.335,93971,15761,Oct,2019
TN,Tennessee,N,18609.0,12611.0,1077.0,13688.0,1448128,41.6772,-71.5101,1395268,52860,Oct,2019
TX,Texas,N,139013.0,95586.0,14196.0,109782.0,4212619,33.8191,-80.9066,3632340,580279,Oct,2019
UT,Utah,N,15008.0,40009.0,0.0,40009.0,308966,44.2853,-99.4632,267459,41507,Oct,2019
VA,Virginia,Y,36888.0,28810.0,939.0,29749.0,1368331,35.7449,-86.7489,1219888,148443,Oct,2019
VT,Vermont,Y,4802.0,5350.0,142.0,5492.0,151750,31.105999999999998,-97.6475,147252,4498,Oct,2019
WA,Washington,Y,145487.0,107096.0,1938.0,109034.0,1708510,40.1135,-111.8535,1638346,70164,Oct,2019
WI,Wisconsin,N,25831.0,18982.0,1194.0,20176.0,1045935,37.768,-78.2057,976917,69018,Oct,2019
WV,West Virginia,Y,19826.0,12438.0,677.0,13115.0,513499,18.0001,-64.8199,479429,34070,Oct,2019
WY,Wyoming,N,1547.0,838.0,49.0,887.0,55881,44.0407,-72.7093,51584,4297,Oct,2019
PA,Pennsylvania,Y,76370.0,70980.0,10422.0,81402.0,2911398,35.5376,-96.9247,2725845,185553,Nov,2019
TX,Texas,N,77142.0,73680.0,10471.0,84151.0,4170853,33.8191,-80.9066,3560099,610754,Nov,2019
ND,North Dakota,Y,2669.0,2488.0,35.0,2523.0,89466,46.9048,-110.3261,87371,2095,Nov,2019
AZ,Arizona,Y,98064.0,0.0,0.0,0.0,1716801,14.2417,-170.7197,1618769,98032,Nov,2019
KY,Kentucky,Y,8862.0,29709.0,1937.0,31646.0,1187486,38.5111,-96.8005,1097048,90438,Nov,2019
MA,Massachusetts,Y,17670.0,11620.0,878.0,12498.0,1556909,31.1801,-91.8749,1368519,188390,Nov,2019
LA,Louisiana,Y,27157.0,17556.0,1689.0,19245.0,1503023,37.669000000000004,-84.6514,1384526,118497,Nov,2019
OK,Oklahoma,N,42072.0,42607.0,9388.0,51995.0,716103,42.1497,-74.9384,596575,119528,Nov,2019
SC,South Carolina,N,22171.0,8068.0,177.0,8245.0,1029967,40.5773,-77.264,937299,92668,Nov,2019
CA,California,Y,188768.0,141422.0,11249.0,152671.0,11548401,33.7712,-111.3877,10243773,1304628,Nov,2019
IL,Illinois,Y,72700.0,29061.0,9424.0,38485.0,2807453,44.2394,-114.5103,2529008,278445,Nov,2019
AL,Alabama,N,11536.0,11792.0,1610.0,13402.0,922597,32.799,-86.8073,752348,170249,Nov,2019
OH,Ohio,Y,64540.0,49339.0,2983.0,52322.0,2617316,38.4199,-117.1219,2419689,197627,Nov,2019
OR,Oregon,Y,11522.0,19490.0,2170.0,21660.0,984653,40.3736,-82.7755,856999,127654,Nov,2019
NM,New Mexico,Y,11568.0,14982.0,1540.0,16522.0,735867,43.4108,-71.5653,697508,38359,Nov,2019
MT,Montana,Y,4434.0,4507.0,602.0,5109.0,261547,14.8058,145.5505,233673,27874,Nov,2019
IA,Iowa,Y,13089.0,960.0,0.0,960.0,690673,21.1098,-157.5311,613697,76976,Nov,2019
UT,Utah,N,16290.0,50333.0,0.0,50333.0,304947,44.2853,-99.4632,263504,41443,Nov,2019
SD,South Dakota,N,3239.0,1442.0,0.0,1442.0,109187,18.2766,-66.335,93570,15617,Nov,2019
WA,Washington,Y,179422.0,103686.0,2282.0,105968.0,1709289,40.1135,-111.8535,1638184,71105,Nov,2019
AR,Arkansas,Y,28291.0,12450.0,1081.0,13531.0,852157,34.9513,-92.3809,760825,91332,Nov,2019
NH,New Hampshire,Y,6591.0,5121.0,677.0,5798.0,176734,47.5362,-99.79299999999999,161605,15129,Nov,2019
VT,Vermont,Y,4925.0,3165.0,69.0,3234.0,149642,31.105999999999998,-97.6475,145131,4511,Nov,2019
ME,Maine,Y,6287.0,10727.0,770.0,11497.0,255593,39.0724,-76.7902,243514,12079,Nov,2019
GA,Georgia,N,37939.0,19673.0,661.0,20334.0,1801767,27.8333,-81.717,1596947,204820,Nov,2019
MS,Mississippi,N,15537.0,11038.0,727.0,11765.0,607772,38.4623,-92.302,531528,76244,Nov,2019
WY,Wyoming,N,1495.0,885.0,46.0,931.0,53843,44.0407,-72.7093,49656,4187,Nov,2019
VA,Virginia,Y,29341.0,48979.0,1058.0,50037.0,1372173,35.7449,-86.7489,1222280,149893,Nov,2019
WI,Wisconsin,N,22817.0,17196.0,1341.0,18537.0,1035364,37.768,-78.2057,966981,68383,Nov,2019
NJ,New Jersey,Y,37451.0,15644.0,6373.0,22017.0,1679110,41.1289,-98.2883,1452517,226593,Nov,2019
AK,Alaska,Y,2936.0,2601.0,190.0,2791.0,221152,61.385,-152.2683,204574,16578,Nov,2019
TN,Tennessee,N,17370.0,12778.0,1052.0,13830.0,1433004,41.6772,-71.5101,1379398,53606,Nov,2019
ID,Idaho,N,18572.0,14617.0,1843.0,16460.0,265065,42.0046,-93.214,239148,25917,Nov,2019
MI,Michigan,Y,51528.0,50124.0,2234.0,52358.0,2284611,44.6074,-69.3977,2219198,65413,Nov,2019
MN,Minnesota,Y,28083.0,17916.0,0.0,17916.0,1020355,43.3504,-84.5603,1019160,1195,Nov,2019
WV,West Virginia,Y,17313.0,10606.0,633.0,11239.0,510779,18.0001,-64.8199,476539,34240,Nov,2019
HI,Hawaii,Y,4979.0,5831.0,513.0,6344.0,326580,32.9866,-83.6487,301078,25502,Nov,2019
NV,Nevada,Y,27507.0,10746.0,90.0,10836.0,626688,40.314,-74.5089,586167,40521,Nov,2019
NY,New York,Y,1192215.0,101713.0,6286.0,107999.0,6480784,34.8375,-106.2371,5792620,688164,Nov,2019
NE,Nebraska,N,5406.0,5443.0,1386.0,6829.0,243090,35.6411,-79.8431,208679,34411,Nov,2019
FL,Florida,N,252287.0,148939.0,19861.0,168800.0,3621088,39.3498,-75.5148,3380922,240166,Nov,2019
MD,Maryland,Y,113000.0,38791.0,4673.0,43464.0,1317729,42.2373,-71.5314,1175966,141763,Nov,2019
DC,District of Columbia,Y,5198.0,3055.0,0.0,3055.0,249832,41.5834,-72.7622,233983,15849,Nov,2019
DE,Delaware,Y,4745.0,4428.0,762.0,5190.0,246494,38.8964,-77.0262,235103,11391,Nov,2019
MO,Missouri,N,19334.0,9255.0,441.0,9696.0,833914,45.7326,-93.9196,797931,35983,Nov,2019
RI,Rhode Island,Y,1566.0,2037.0,149.0,2186.0,290961,44.5672,-122.1269,258198,32763,Nov,2019
CT,Connecticut,Y,22073.0,17602.0,502.0,18104.0,847287,39.0646,-105.3272,827095,20192,Nov,2019
KS,Kansas,N,0.0,0.0,0.0,0.0,374705,39.8647,-86.2604,317167,57538,Nov,2019
CO,Colorado,Y,22960.0,18693.0,285.0,18978.0,1266840,36.17,-119.7462,1188502,78338,Nov,2019
NC,North Carolina,N,21684.0,27137.0,2796.0,29933.0,1730817,32.7673,-89.6812,1457217,273600,Nov,2019
IN,Indiana,Y,72057.0,27423.0,2502.0,29925.0,1461776,40.3363,-89.0022,1350626,111150,Nov,2019
